#Job,#Precedenze,Lista mu,Risultato PLI,Bound PLI,Gap PLI,Risultato BB,Gap BB,Tempo PLI,Tempo BB
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",11847.0,5276.0,0.5546551869671646,1e+100,9.88875154511743e+95,600.0525646209717,600.0032241344452
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",6806.0,4042.0,0.40611225389362327,6812,0.21740684478598873,600.0344519615173,600.0023138523102
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8157.0,4278.0,0.4755424788525193,8348,0.18009612666101216,600.0503580570221,600.0007174015045
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8744.0,4712.0,0.46111619396157366,9218,0.189342623056577,600.046626329422,600.0003118515015
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",9254.0,5113.0,0.44748216987248757,9384,0.0938337801608579,600.0291774272919,600.0003123283386

20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",5681.0,4278.0,0.24696356275303644,1e+100,2.176278563656148e+96,600.0536227226257,600.0013852119446
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8766.0,4761.0,0.45687885010266943,8822,0.18967028521340434,600.0719137191772,600.0016083717346
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",9788.0,4740.0,0.5157335512872906,9908,0.12233801540552787,600.0552303791046,600.0007226467133
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",8579.0,4768.0,0.44422426856276953,1e+100,1.3272280841462605e+96,600.0766606330872,600.0040030479431
20,10,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",5302.0,3144.0,0.40701622029422857,5371,0.23556475730388773,600.0630490779877,600.0029339790344
